,date,state,confirmed,deceased,recovered
2649,18-Apr-20,UP,126,0,26
2650,18-Apr-20,UT,2,0,0
2651,18-Apr-20,WB,32,2,4
2652,18-Jun-20,AN,1,0,2
2653,18-Jun-20,AP,425,2,131
2654,18-Jun-20,AR,0,0,1
2655,18-Jun-20,AS,209,1,206
2656,18-Jun-20,BR,100,5,185
2657,18-Jun-20,CH,4,0,0
2658,18-Jun-20,CT,82,0,103
2659,18-Jun-20,DD,0,0,0
2660,18-Jun-20,DL,2877,65,3884
2661,18-Jun-20,DN,4,0,2
2662,18-Jun-20,GA,49,0,13
2663,18-Jun-20,GJ,510,31,389
2664,18-Jun-20,HP,10,0,5
2665,18-Jun-20,HR,386,4,604
2666,18-Jun-20,JH,23,1,47
2667,18-Jun-20,JK,149,7,230
2668,18-Jun-20,KA,210,12,176
2669,18-Jun-20,KL,97,1,89
2670,18-Jun-20,LA,0,0,3
2671,18-Jun-20,LD,0,0,0
2672,18-Jun-20,MH,3752,100,1672
2673,18-Jun-20,ML,0,0,1
2674,18-Jun-20,MN,54,0,7
2675,18-Jun-20,MP,182,4,244
2676,18-Jun-20,MZ,9,0,0
2677,18-Jun-20,NL,0,0,6
2678,18-Jun-20,OR,174,0,97
2679,18-Jun-20,PB,118,5,32
2680,18-Jun-20,PY,26,1,7
2681,18-Jun-20,RJ,315,17,275
2682,18-Jun-20,SK,0,0,1
2683,18-Jun-20,TG,352,3,230
2684,18-Jun-20,TN,2141,49,1017
2685,18-Jun-20,TR,21,0,83
2686,18-Jun-20,TT,13829,343,10741
2687,18-Jun-20,UN,430,0,0
2688,18-Jun-20,UP,604,23,399
2689,18-Jun-20,UT,80,0,132
2690,18-Jun-20,WB,435,12,468
2691,18-Mar-20,AN,0,0,0
2692,18-Mar-20,AP,0,0,0
2693,18-Mar-20,AR,0,0,0
2694,18-Mar-20,AS,0,0,0
2695,18-Mar-20,BR,0,0,0
2696,18-Mar-20,CH,0,0,0
2697,18-Mar-20,CT,0,0,0
2698,18-Mar-20,DD,0,0,0
2699,18-Mar-20,DL,2,0,0
2700,18-Mar-20,DN,0,0,0
2701,18-Mar-20,GA,0,0,0
2702,18-Mar-20,GJ,0,0,0
2703,18-Mar-20,HP,0,0,0
2704,18-Mar-20,HR,1,0,0
2705,18-Mar-20,JH,0,0,0
2706,18-Mar-20,JK,1,0,0
2707,18-Mar-20,KA,5,0,0
2708,18-Mar-20,KL,0,0,0
2709,18-Mar-20,LA,8,0,0
2710,18-Mar-20,LD,0,0,0
2711,18-Mar-20,MH,3,0,0
2712,18-Mar-20,ML,0,0,0
2713,18-Mar-20,MN,0,0,0
2714,18-Mar-20,MP,0,0,0
2715,18-Mar-20,MZ,0,0,0
2716,18-Mar-20,NL,0,0,0
2717,18-Mar-20,OR,1,0,0
2718,18-Mar-20,PB,1,0,0
2719,18-Mar-20,PY,0,0,0
2720,18-Mar-20,RJ,3,0,0
2721,18-Mar-20,SK,0,0,0
2722,18-Mar-20,TG,8,0,0
2723,18-Mar-20,TN,1,0,0
2724,18-Mar-20,TR,0,0,0
2725,18-Mar-20,TT,37,0,0
2726,18-Mar-20,UN,0,0,0
2727,18-Mar-20,UP,2,0,0
2728,18-Mar-20,UT,1,0,0
2729,18-Mar-20,WB,0,0,0
2730,18-May-20,AN,0,0,0
2731,18-May-20,AP,52,0,96
2732,18-May-20,AR,0,0,0
2733,18-May-20,AS,15,2,0
2734,18-May-20,BR,103,1,44
2735,18-May-20,CH,5,0,3
2736,18-May-20,CT,10,0,0
2737,18-May-20,DD,0,0,0
2738,18-May-20,DL,299,12,283
2739,18-May-20,DN,0,0,0
2740,18-May-20,GA,9,0,0
2741,18-May-20,GJ,366,35,305
2742,18-May-20,HP,10,0,2
2743,18-May-20,HR,18,0,36
2744,18-May-20,JH,5,0,14
2745,18-May-20,JK,106,2,34
2746,18-May-20,KA,99,0,21
2747,18-May-20,KL,29,0,0
2748,18-May-20,LA,0,0,19
2749,18-May-20,LD,0,0,0
2750,18-May-20,MH,2005,51,749
2751,18-May-20,ML,0,0,1
2752,18-May-20,MN,0,0,0
2753,18-May-20,MP,259,4,32
2754,18-May-20,MZ,0,0,0
2755,18-May-20,NL,0,0,0
2756,18-May-20,OR,48,0,57
2757,18-May-20,PB,16,2,181
2758,18-May-20,PY,0,0,0
2759,18-May-20,RJ,305,7,163
2760,18-May-20,SK,0,0,0
2761,18-May-20,TG,41,0,10
2762,18-May-20,TN,536,3,234
2763,18-May-20,TR,0,0,4
2764,18-May-20,TT,4628,131,2482
2765,18-May-20,UN,0,0,0
2766,18-May-20,UP,141,6,147
2767,18-May-20,UT,4,0,0
2768,18-May-20,WB,147,6,47
2769,19-Apr-20,AN,1,0,0
2770,19-Apr-20,AP,44,1,23
2771,19-Apr-20,AR,0,0,0
2772,19-Apr-20,AS,0,0,5
2773,19-Apr-20,BR,10,0,0
2774,19-Apr-20,CH,3,0,4
2775,19-Apr-20,CT,0,0,0
2776,19-Apr-20,DD,0,0,0
2777,19-Apr-20,DL,110,2,83
2778,19-Apr-20,DN,0,0,0
2779,19-Apr-20,GA,0,0,1
2780,19-Apr-20,GJ,367,10,12
2781,19-Apr-20,HP,0,0,0
2782,19-Apr-20,HR,18,0,4
2783,19-Apr-20,JH,8,0,0
2784,19-Apr-20,JK,13,0,5
2785,19-Apr-20,KA,6,2,7
2786,19-Apr-20,KL,2,0,13
2787,19-Apr-20,LA,0,0,0
2788,19-Apr-20,LD,0,0,0
2789,19-Apr-20,MH,552,12,142
2790,19-Apr-20,ML,0,0,0
2791,19-Apr-20,MN,0,0,0
2792,19-Apr-20,MP,5,3,4
2793,19-Apr-20,MZ,0,0,0
2794,19-Apr-20,NL,0,0,0
2795,19-Apr-20,OR,0,0,0
2796,19-Apr-20,PB,10,0,6
2797,19-Apr-20,PY,0,0,0
2798,19-Apr-20,RJ,127,2,5
2799,19-Apr-20,SK,0,0,0
2800,19-Apr-20,TG,49,3,0
2801,19-Apr-20,TN,105,0,46
2802,19-Apr-20,TR,0,0,0
2803,19-Apr-20,TT,1580,38,388
2804,19-Apr-20,UN,0,0,0
2805,19-Apr-20,UP,125,3,19
2806,19-Apr-20,UT,2,0,2
2807,19-Apr-20,WB,23,0,7
2808,19-Jun-20,AN,2,0,0
2809,19-Jun-20,AP,465,4,133
2810,19-Jun-20,AR,32,0,3
2811,19-Jun-20,AS,0,0,218
2812,19-Jun-20,BR,250,5,137
2813,19-Jun-20,CH,7,0,9
2814,19-Jun-20,CT,72,1,103
2815,19-Jun-20,DD,0,0,0
2816,19-Jun-20,DL,3137,66,2228
2817,19-Jun-20,DN,14,0,0
2818,19-Jun-20,GA,20,0,9
2819,19-Jun-20,GJ,540,27,340
2820,19-Jun-20,HP,32,0,12
2821,19-Jun-20,HR,525,10,333
2822,19-Jun-20,JH,42,0,137
2823,19-Jun-20,JK,125,4,50
2824,19-Jun-20,KA,337,9,230
2825,19-Jun-20,KL,118,0,96
2826,19-Jun-20,LA,57,0,0
2827,19-Jun-20,LD,0,0,0
2828,19-Jun-20,MH,3827,142,1935
2829,19-Jun-20,ML,0,0,0
2830,19-Jun-20,MN,75,0,19
2831,19-Jun-20,MP,156,9,116
2832,19-Jun-20,MZ,0,0,8
2833,19-Jun-20,NL,5,0,16
2834,19-Jun-20,OR,165,0,153
2835,19-Jun-20,PB,217,9,66
2836,19-Jun-20,PY,16,1,2
2837,19-Jun-20,RJ,299,3,255
2838,19-Jun-20,SK,0,0,16
2839,19-Jun-20,TG,499,3,51
2840,19-Jun-20,TN,2115,41,1630
2841,19-Jun-20,TR,27,0,18
2842,19-Jun-20,TT,14638,364,9029
2843,19-Jun-20,UN,224,0,0
2844,19-Jun-20,UP,809,19,357
2845,19-Jun-20,UT,74,0,47
2846,19-Jun-20,WB,355,11,302
2847,19-Mar-20,AN,0,0,0
2848,19-Mar-20,AP,2,0,0
2849,19-Mar-20,AR,0,0,0
2850,19-Mar-20,AS,0,0,0
2851,19-Mar-20,BR,0,0,0
2852,19-Mar-20,CH,1,0,0
2853,19-Mar-20,CT,1,0,0
2854,19-Mar-20,DD,0,0,0
2855,19-Mar-20,DL,4,0,1
2856,19-Mar-20,DN,0,0,0
2857,19-Mar-20,GA,0,0,0
2858,19-Mar-20,GJ,2,0,0
2859,19-Mar-20,HP,0,0,0
2860,19-Mar-20,HR,1,0,0
2861,19-Mar-20,JH,0,0,0
2862,19-Mar-20,JK,0,0,0
2863,19-Mar-20,KA,1,0,0
2864,19-Mar-20,KL,1,0,0
2865,19-Mar-20,LA,0,0,0
2866,19-Mar-20,LD,0,0,0
2867,19-Mar-20,MH,4,0,0
2868,19-Mar-20,ML,0,0,0
2869,19-Mar-20,MN,0,0,0
2870,19-Mar-20,MP,0,0,0
2871,19-Mar-20,MZ,0,0,0
2872,19-Mar-20,NL,0,0,0
2873,19-Mar-20,OR,0,0,0
2874,19-Mar-20,PB,0,1,0
2875,19-Mar-20,PY,0,0,0
2876,19-Mar-20,RJ,2,0,0
2877,19-Mar-20,SK,0,0,0
2878,19-Mar-20,TG,3,0,0
2879,19-Mar-20,TN,1,0,0
2880,19-Mar-20,TR,0,0,0
2881,19-Mar-20,TT,27,1,5
2882,19-Mar-20,UN,0,0,0
2883,19-Mar-20,UP,3,0,4
2884,19-Mar-20,UT,1,0,0
2885,19-Mar-20,WB,0,0,0
2886,19-May-20,AN,0,0,0
2887,19-May-20,AP,57,2,69
2888,19-May-20,AR,0,0,0
2889,19-May-20,AS,42,0,0
2890,19-May-20,BR,96,0,0
2891,19-May-20,CH,3,0,3
2892,19-May-20,CT,5,0,0
2893,19-May-20,DD,0,0,0
2894,19-May-20,DL,500,6,265
2895,19-May-20,DN,0,0,0
2896,19-May-20,GA,8,0,0
2897,19-May-20,GJ,395,25,239
2898,19-May-20,HP,2,1,5
2899,19-May-20,HR,36,0,29
2900,19-May-20,JH,20,0,0
2901,19-May-20,JK,28,2,38
2902,19-May-20,KA,149,3,13
2903,19-May-20,KL,12,0,0
2904,19-May-20,LA,0,0,0
2905,19-May-20,LD,0,0,0
2906,19-May-20,MH,2078,76,1202
2907,19-May-20,ML,0,0,0
2908,19-May-20,MN,2,0,0
2909,19-May-20,MP,229,6,196
2910,19-May-20,MZ,0,0,0
2911,19-May-20,NL,0,0,0
2912,19-May-20,OR,102,1,30
2913,19-May-20,PB,22,1,95
2914,19-May-20,PY,5,0,1
2915,19-May-20,RJ,338,5,119
2916,19-May-20,SK,0,0,0
2917,19-May-20,TG,42,4,9
2918,19-May-20,TN,688,3,489
2919,19-May-20,TR,8,0,27
2920,19-May-20,TT,6154,146,3032
2921,19-May-20,UN,814,0,0
2922,19-May-20,UP,321,5,135
2923,19-May-20,UT,15,0,0
2924,19-May-20,WB,137,6,68
2925,20-Apr-20,AN,1,0,0
2926,20-Apr-20,AP,75,3,27
2927,20-Apr-20,AR,0,0,0
2928,20-Apr-20,AS,0,0,2
2929,20-Apr-20,BR,17,0,0
2930,20-Apr-20,CH,0,0,1
2931,20-Apr-20,CT,0,0,0
2932,20-Apr-20,DD,0,0,0
2933,20-Apr-20,DL,78,2,141
2934,20-Apr-20,DN,0,0,0
2935,20-Apr-20,GA,0,0,0
2936,20-Apr-20,GJ,196,8,26
2937,20-Apr-20,HP,0,0,0
2938,20-Apr-20,HR,1,0,37
2939,20-Apr-20,JH,5,0,4
2940,20-Apr-20,JK,14,0,15
2941,20-Apr-20,KA,18,0,1
2942,20-Apr-20,KL,6,0,21
2943,20-Apr-20,LA,0,0,0
2944,20-Apr-20,LD,0,0,0
2945,20-Apr-20,MH,466,9,65
2946,20-Apr-20,ML,0,0,0
2947,20-Apr-20,MN,0,0,1
2948,20-Apr-20,MP,78,4,7
2949,20-Apr-20,MZ,0,0,0
2950,20-Apr-20,NL,0,0,0
2951,20-Apr-20,OR,13,0,0
2952,20-Apr-20,PB,1,0,1
2953,20-Apr-20,PY,0,0,0
2954,20-Apr-20,RJ,98,2,0
2955,20-Apr-20,SK,0,0,0
2956,20-Apr-20,TG,14,2,0
2957,20-Apr-20,TN,43,2,46
2958,20-Apr-20,TR,0,0,0
2959,20-Apr-20,TT,1239,33,419
2960,20-Apr-20,UN,0,0,0
2961,20-Apr-20,UP,84,1,13
2962,20-Apr-20,UT,2,0,7
2963,20-Apr-20,WB,29,0,4
2964,20-Jun-20,AN,0,0,0
2965,20-Jun-20,AP,491,5,206
2966,20-Jun-20,AR,0,0,1
2967,20-Jun-20,AS,249,0,136
2968,20-Jun-20,BR,213,0,269
2969,20-Jun-20,CH,23,0,1
2970,20-Jun-20,CT,116,1,63
2971,20-Jun-20,DD,0,0,0
2972,20-Jun-20,DL,3630,77,7725
2973,20-Jun-20,DN,17,0,12
2974,20-Jun-20,GA,29,0,11
2975,20-Jun-20,GJ,539,20,535
2976,20-Jun-20,HP,29,0,20
2977,20-Jun-20,HR,480,5,239
2978,20-Jun-20,JH,63,0,69
2979,20-Jun-20,JK,154,6,142
2980,20-Jun-20,KA,416,9,183
2981,20-Jun-20,KL,127,0,57
2982,20-Jun-20,LA,92,0,22
2983,20-Jun-20,LD,0,0,0
2984,20-Jun-20,MH,3874,91,1380
2985,20-Jun-20,ML,0,0,0
2986,20-Jun-20,MN,96,0,14
2987,20-Jun-20,MP,142,6,132
2988,20-Jun-20,MZ,10,0,0
2989,20-Jun-20,NL,3,0,13
2990,20-Jun-20,OR,179,1,237
2991,20-Jun-20,PB,120,6,42
2992,20-Jun-20,PY,51,0,13
2993,20-Jun-20,RJ,381,4,277
2994,20-Jun-20,SK,0,0,0
2995,20-Jun-20,TG,546,5,154
2996,20-Jun-20,TN,2396,38,1045
2997,20-Jun-20,TR,8,0,23
2998,20-Jun-20,TT,15918,308,13974
2999,20-Jun-20,UN,338,0,0
3000,20-Jun-20,UP,541,22,374
3001,20-Jun-20,UT,124,1,17
3002,20-Jun-20,WB,441,11,562
3003,20-Mar-20,AN,0,0,0
3004,20-Mar-20,AP,0,0,0
3005,20-Mar-20,AR,0,0,0
3006,20-Mar-20,AS,0,0,0
3007,20-Mar-20,BR,0,0,0
3008,20-Mar-20,CH,4,0,0
3009,20-Mar-20,CT,0,0,0
3010,20-Mar-20,DD,0,0,0
3011,20-Mar-20,DL,6,0,2
3012,20-Mar-20,DN,0,0,0
3013,20-Mar-20,GA,0,0,0
3014,20-Mar-20,GJ,5,0,0
3015,20-Mar-20,HP,2,0,0
3016,20-Mar-20,HR,2,0,0
3017,20-Mar-20,JH,0,0,0
3018,20-Mar-20,JK,0,0,0
3019,20-Mar-20,KA,0,0,1
3020,20-Mar-20,KL,12,0,0
3021,20-Mar-20,LA,2,0,0
3022,20-Mar-20,LD,0,0,0
3023,20-Mar-20,MH,4,0,0
3024,20-Mar-20,ML,0,0,0
3025,20-Mar-20,MN,0,0,0
3026,20-Mar-20,MP,4,0,0
3027,20-Mar-20,MZ,0,0,0
3028,20-Mar-20,NL,0,0,0
3029,20-Mar-20,OR,0,0,0
3030,20-Mar-20,PB,1,0,0
3031,20-Mar-20,PY,0,0,0
3032,20-Mar-20,RJ,8,0,0
3033,20-Mar-20,SK,0,0,0
3034,20-Mar-20,TG,3,0,0
3035,20-Mar-20,TN,0,0,0
3036,20-Mar-20,TR,0,0,0
3037,20-Mar-20,TT,58,0,3
3038,20-Mar-20,UN,0,0,0
3039,20-Mar-20,UP,4,0,0
3040,20-Mar-20,UT,0,0,0
3041,20-Mar-20,WB,1,0,0
3042,20-May-20,AN,0,0,0
3043,20-May-20,AP,71,1,43
3044,20-May-20,AR,0,0,0
3045,20-May-20,AS,31,0,7
3046,20-May-20,BR,257,0,54
3047,20-May-20,CH,3,0,79
3048,20-May-20,CT,14,0,0
3049,20-May-20,DD,0,0,0
3050,20-May-20,DL,534,10,442
3051,20-May-20,DN,0,0,0
3052,20-May-20,GA,4,0,0
3053,20-May-20,GJ,398,30,176
3054,20-May-20,HP,18,0,3
3055,20-May-20,HR,29,0,21
3056,20-May-20,JH,42,0,2
3057,20-May-20,JK,73,1,31
3058,20-May-20,KA,67,1,13
3059,20-May-20,KL,24,0,5
3060,20-May-20,LA,1,0,0
3061,20-May-20,LD,0,0,0
3062,20-May-20,MH,2161,65,679
3063,20-May-20,ML,1,0,0
3064,20-May-20,MN,16,0,0
3065,20-May-20,MP,270,9,103
3066,20-May-20,MZ,0,0,0
3067,20-May-20,NL,0,0,0
3068,20-May-20,OR,74,1,36
3069,20-May-20,PB,3,0,152
3070,20-May-20,PY,1,0,0
3071,20-May-20,RJ,170,4,67
3072,20-May-20,SK,0,0,0
3073,20-May-20,TG,27,2,2
3074,20-May-20,TN,743,3,987
3075,20-May-20,TR,0,0,0
3076,20-May-20,TT,5720,134,3113
3077,20-May-20,UN,282,0,0
3078,20-May-20,UP,249,4,148
3079,20-May-20,UT,15,0,1
3080,20-May-20,WB,142,3,62
3081,21-Apr-20,AN,1,0,0
3082,21-Apr-20,AP,35,2,4
3083,21-Apr-20,AR,0,0,0
3084,21-Apr-20,AS,0,0,0
3085,21-Apr-20,BR,13,0,0
3086,21-Apr-20,CH,1,0,0
3087,21-Apr-20,CT,0,0,0
3088,21-Apr-20,DD,0,0,0
3089,21-Apr-20,DL,75,0,180
3090,21-Apr-20,DN,0,0,0
3091,21-Apr-20,GA,0,0,0
3092,21-Apr-20,GJ,239,19,8
3093,21-Apr-20,HP,0,0,0
3094,21-Apr-20,HR,4,0,6
3095,21-Apr-20,JH,0,0,0
3096,21-Apr-20,JK,12,0,10
3097,21-Apr-20,KA,10,1,17
3098,21-Apr-20,KL,19,0,16
3099,21-Apr-20,LA,0,0,0
3100,21-Apr-20,LD,0,0,0
3101,21-Apr-20,MH,552,19,150
3102,21-Apr-20,ML,1,0,0
3103,21-Apr-20,MN,0,0,0
3104,21-Apr-20,MP,67,4,10
3105,21-Apr-20,MZ,0,0,0
3106,21-Apr-20,NL,0,0,0
3107,21-Apr-20,OR,5,0,6
3108,21-Apr-20,PB,6,0,11
3109,21-Apr-20,PY,0,0,0
3110,21-Apr-20,RJ,159,1,69
3111,21-Apr-20,SK,0,0,0
3112,21-Apr-20,TG,56,0,8
3113,21-Apr-20,TN,76,1,178
3114,21-Apr-20,TR,0,0,0
3115,21-Apr-20,TT,1537,53,703
3116,21-Apr-20,UN,0,0,0
3117,21-Apr-20,UP,153,3,22
3118,21-Apr-20,UT,0,0,1
3119,21-Apr-20,WB,53,3,7
3120,21-Jun-20,AN,1,0,2
3121,21-Jun-20,AP,477,5,196
3122,21-Jun-20,AR,4,0,6
3123,21-Jun-20,AS,332,0,202
3124,21-Jun-20,BR,162,2,264
3125,21-Jun-20,CH,2,0,0
3126,21-Jun-20,CT,121,0,53
3127,21-Jun-20,DD,0,0,0
3128,21-Jun-20,DL,3000,63,1719
3129,21-Jun-20,DN,5,0,1
3130,21-Jun-20,GA,64,0,6
3131,21-Jun-20,GJ,580,25,655
3132,21-Jun-20,HP,17,0,12
3133,21-Jun-20,HR,412,11,429
3134,21-Jun-20,JH,74,0,2
3135,21-Jun-20,JK,122,1,46
3136,21-Jun-20,KA,453,5,226
3137,21-Jun-20,KL,133,0,93
3138,21-Jun-20,LA,1,0,17
3139,21-Jun-20,LD,0,0,0
3140,21-Jun-20,MH,3870,186,1591
3141,21-Jun-20,ML,0,0,5
3142,21-Jun-20,MN,64,0,18
3143,21-Jun-20,MP,179,14,135
3144,21-Jun-20,MZ,1,0,0
3145,21-Jun-20,NL,10,0,3
3146,21-Jun-20,OR,304,4,186
3147,21-Jun-20,PB,122,1,22
3148,21-Jun-20,PY,28,1,9
3149,21-Jun-20,RJ,393,12,323
3150,21-Jun-20,SK,8,0,4
3151,21-Jun-20,TG,730,7,225
3152,21-Jun-20,TN,2532,53,1438
3153,21-Jun-20,TR,35,0,79
3154,21-Jun-20,TT,15151,426,9075
3155,21-Jun-20,UN,-138,0,0
3156,21-Jun-20,UP,596,21,626
3157,21-Jun-20,UT,43,0,50
3158,21-Jun-20,WB,414,15,432
3159,21-Mar-20,AN,0,0,0
3160,21-Mar-20,AP,2,0,0
3161,21-Mar-20,AR,0,0,0
3162,21-Mar-20,AS,0,0,0
3163,21-Mar-20,BR,0,0,0
3164,21-Mar-20,CH,0,0,0
3165,21-Mar-20,CT,0,0,0
3166,21-Mar-20,DD,0,0,0
3167,21-Mar-20,DL,7,0,0
3168,21-Mar-20,DN,0,0,0
3169,21-Mar-20,GA,0,0,0
3170,21-Mar-20,GJ,7,0,0
3171,21-Mar-20,HP,0,0,0
3172,21-Mar-20,HR,2,0,0
3173,21-Mar-20,JH,0,0,0
3174,21-Mar-20,JK,0,0,0
3175,21-Mar-20,KA,5,0,0
3176,21-Mar-20,KL,12,0,0
3177,21-Mar-20,LA,3,0,0
3178,21-Mar-20,LD,0,0,0
3179,21-Mar-20,MH,12,0,0
3180,21-Mar-20,ML,0,0,0
3181,21-Mar-20,MN,0,0,0
3182,21-Mar-20,MP,0,0,0
3183,21-Mar-20,MZ,0,0,0
3184,21-Mar-20,NL,0,0,0
3185,21-Mar-20,OR,0,0,0
3186,21-Mar-20,PB,10,0,0
3187,21-Mar-20,PY,0,0,0
3188,21-Mar-20,RJ,7,0,0
3189,21-Mar-20,SK,0,0,0
3190,21-Mar-20,TG,2,0,0
3191,21-Mar-20,TN,3,0,0
3192,21-Mar-20,TR,0,0,0
3193,21-Mar-20,TT,78,0,0
3194,21-Mar-20,UN,0,0,0
3195,21-Mar-20,UP,4,0,0
3196,21-Mar-20,UT,0,0,0
3197,21-Mar-20,WB,2,0,0
3198,21-May-20,AN,0,0,0
3199,21-May-20,AP,45,1,41
3200,21-May-20,AR,0,0,0
3201,21-May-20,AS,22,0,6
3202,21-May-20,BR,211,0,0
3203,21-May-20,CH,16,0,42
3204,21-May-20,CT,14,0,0
3205,21-May-20,DD,0,0,0
3206,21-May-20,DL,571,18,375
3207,21-May-20,DN,0,0,0
3208,21-May-20,GA,2,0,0
3209,21-May-20,GJ,371,24,269
3210,21-May-20,HP,42,0,5
3211,21-May-20,HR,37,0,33
3212,21-May-20,JH,13,0,7
3213,21-May-20,JK,59,2,6
3214,21-May-20,KA,143,0,15
3215,21-May-20,KL,24,0,8
3216,21-May-20,LA,0,0,0
3217,21-May-20,LD,0,0,0
3218,21-May-20,MH,2345,64,1408
3219,21-May-20,ML,0,0,0
3220,21-May-20,MN,0,0,0
3221,21-May-20,MP,246,4,110
3222,21-May-20,MZ,0,0,0
3223,21-May-20,NL,0,0,0
3224,21-May-20,OR,51,1,50
3225,21-May-20,PB,23,1,25
3226,21-May-20,PY,0,0,0
3227,21-May-20,RJ,212,4,81
3228,21-May-20,SK,0,0,0
3229,21-May-20,TG,38,5,23
3230,21-May-20,TN,776,7,400
3231,21-May-20,TR,2,0,32
3232,21-May-20,TT,6023,148,3131
3233,21-May-20,UN,307,0,0
3234,21-May-20,UP,340,11,138
3235,21-May-20,UT,19,0,0
3236,21-May-20,WB,94,6,57
3237,22-Apr-20,AN,1,0,0
3238,22-Apr-20,AP,56,2,24
3239,22-Apr-20,AR,0,0,0
3240,22-Apr-20,AS,0,0,0
3241,22-Apr-20,BR,17,0,0
3242,22-Apr-20,CH,0,0,0
3243,22-Apr-20,CT,0,0,3
3244,22-Apr-20,DD,0,0,0
3245,22-Apr-20,DL,92,1,113
3246,22-Apr-20,DN,0,0,0
3247,22-Apr-20,GA,0,0,0
3248,22-Apr-20,GJ,229,13,40
3249,22-Apr-20,HP,0,0,0
3250,22-Apr-20,HR,9,0,11
3251,22-Apr-20,JH,0,0,0
3252,22-Apr-20,JK,27,0,11
3253,22-Apr-20,KA,9,0,2
3254,22-Apr-20,KL,11,0,1
3255,22-Apr-20,LA,0,0,0
3256,22-Apr-20,LD,0,0,0
3257,22-Apr-20,MH,431,18,67
3258,22-Apr-20,ML,0,0,0
3259,22-Apr-20,MN,0,0,0
3260,22-Apr-20,MP,35,0,4
3261,22-Apr-20,MZ,0,0,0
3262,22-Apr-20,NL,0,0,0
3263,22-Apr-20,OR,4,0,2
3264,22-Apr-20,PB,27,0,4
3265,22-Apr-20,PY,0,0,0
3266,22-Apr-20,RJ,153,1,70
3267,22-Apr-20,SK,0,0,0
3268,22-Apr-20,TG,15,1,0
3269,22-Apr-20,TN,33,0,27
3270,22-Apr-20,TR,0,0,0
3271,22-Apr-20,TT,1292,36,394
3272,22-Apr-20,UN,0,0,0
3273,22-Apr-20,UP,112,0,11
3274,22-Apr-20,UT,0,0,4
3275,22-Apr-20,WB,31,0,0
3276,22-Jun-20,AN,0,0,0
3277,22-Jun-20,AP,443,5,128
3278,22-Jun-20,AR,9,0,1
3279,22-Jun-20,AS,267,0,161
3280,22-Jun-20,BR,228,1,136
3281,22-Jun-20,CH,5,0,6
3282,22-Jun-20,CT,47,1,66
3283,22-Jun-20,DD,0,0,0
3284,22-Jun-20,DL,2909,58,3589
3285,22-Jun-20,DN,15,0,0
3286,22-Jun-20,GA,46,1,17
3287,22-Jun-20,GJ,563,21,560
3288,22-Jun-20,HP,54,0,12
3289,22-Jun-20,HR,390,9,359
3290,22-Jun-20,JH,42,0,63
3291,22-Jun-20,JK,132,3,149
3292,22-Jun-20,KA,249,5,111
3293,22-Jun-20,KL,138,0,88
3294,22-Jun-20,LA,10,0,2
3295,22-Jun-20,LD,0,0,0
3296,22-Jun-20,MH,3721,113,1962
3297,22-Jun-20,ML,2,0,0
3298,22-Jun-20,MN,57,0,0
3299,22-Jun-20,MP,175,6,200
3300,22-Jun-20,MZ,1,0,3
3301,22-Jun-20,NL,69,0,0
3302,22-Jun-20,OR,143,2,143
3303,22-Jun-20,PB,161,2,125
3304,22-Jun-20,PY,17,0,9
3305,22-Jun-20,RJ,302,7,313
3306,22-Jun-20,SK,0,0,4
3307,22-Jun-20,TG,872,7,274
3308,22-Jun-20,TN,2710,37,1358
3309,22-Jun-20,TR,16,0,23
3310,22-Jun-20,TT,13560,312,10879
3311,22-Jun-20,UN,-1295,0,0
3312,22-Jun-20,UP,591,19,606
3313,22-Jun-20,UT,58,1,21
3314,22-Jun-20,WB,413,14,390
3315,22-Mar-20,AN,0,0,0
3316,22-Mar-20,AP,1,0,0
3317,22-Mar-20,AR,0,0,0
3318,22-Mar-20,AS,0,0,0
3319,22-Mar-20,BR,2,1,0
3320,22-Mar-20,CH,1,0,0
3321,22-Mar-20,CT,0,0,0
3322,22-Mar-20,DD,0,0,0
3323,22-Mar-20,DL,0,0,0
3324,22-Mar-20,DN,0,0,0
3325,22-Mar-20,GA,0,0,0
3326,22-Mar-20,GJ,4,1,0
3327,22-Mar-20,HP,0,0,0
3328,22-Mar-20,HR,0,0,0
3329,22-Mar-20,JH,0,0,0
3330,22-Mar-20,JK,0,0,0
3331,22-Mar-20,KA,6,0,0
3332,22-Mar-20,KL,15,0,0
3333,22-Mar-20,LA,0,0,0
3334,22-Mar-20,LD,0,0,0
3335,22-Mar-20,MH,10,1,0
3336,22-Mar-20,ML,0,0,0
3337,22-Mar-20,MN,0,0,0
3338,22-Mar-20,MP,2,0,0
3339,22-Mar-20,MZ,0,0,0
3340,22-Mar-20,NL,0,0,0
3341,22-Mar-20,OR,0,0,0
3342,22-Mar-20,PB,8,0,0
3343,22-Mar-20,PY,0,0,0
3344,22-Mar-20,RJ,4,0,0
3345,22-Mar-20,SK,0,0,0
3346,22-Mar-20,TG,6,0,0
3347,22-Mar-20,TN,3,0,0
3348,22-Mar-20,TR,0,0,0
3349,22-Mar-20,TT,67,3,0
3350,22-Mar-20,UN,0,0,0
3351,22-Mar-20,UP,2,0,0
3352,22-Mar-20,UT,0,0,0
3353,22-Mar-20,WB,3,0,0
3354,22-May-20,AN,0,0,0
3355,22-May-20,AP,62,1,26
3356,22-May-20,AR,0,0,0
3357,22-May-20,AS,15,0,0
